Название,Рейтинг
SpongeBob: Krusty Cook-Off,0.0
Mega Man Legends 2,3.0
The Misadventures of Tron Bonne,3.0
Mega Man Legends,0.0
Icarus: New Frontiers,0.0
Mega Man (1990),5.0
Only Climb: Better Together,3.5
Mortal Street Fighter,0.0
Train Sim World 4,5.0
Agatha Christie: 4:50 from Paddington,0.0
Everspace: Encounters,0.0
Crime Lab: Body of Evidence,0.0
Little Nightmares 3,0
Expeditions: A MudRunner Game,0
Kill The Crows,0.0
Heroes Chronicles: The Sword of Frost,4.0
Heroes Chronicles: Revolt of the Beastmasters,3.9
Heroes Chronicles: Clash of the Dragons,4.0
Might &amp; Magic: Elemental Guardians,1.5
Might &amp; Magic Heroes: Era of Chaos,0.0
Might &amp; Magic: Dynasty,0.0
Donkey Konga 3,3.0
Might &amp; Magic: Chess Royale,5.0
Crisis on the Planet of the Apes VR,0.0
Oceanhorn 2: Knights of the Lost Realm,3.7
Disney Sorcerer's Arena,4.0
Castle Clash: Brave Squads,2.2
M&amp;M's Kart Racing,0.0
Samba De Amigo,3.0
M&amp;M's Break' Em,3.0
M&amp;M's Minis Madness,3.0
M&amp;M's Beach Party,3.0
Gitaroo Man Lives!,3.0
Gitaroo Man,3.0
Labyrinthine,2.5
Garten of Banban 4,0.0
Ship Graveyard Simulator 2,2.5
Eternium,3.3
Might &amp; Magic Heroes 6: Danse Macabre,3.5
Might &amp; Magic Heroes 6: Pirates of the Savage Sea,3.5
Heroes of Might and Magic II: The Succession Wars,4.4
Might and Magic V: Darkside of Xeen,3.0
Disoriented,0.0
Triclinium,0.0
Revival Xanadu,0.0
Dragon Slayer VIII: The Legend of Xanadu,0.0
Faxanadu,0.0
Vokabulantis,0
Joy Life,0.0
Cozy Space 物宅空间,0.0
Королевская ночь,4.0
MENACE,0
Dungeons 4,5.0
Warcraft II: Tides of Darkness,4.5
Persona 3: The Night Before,4.0
Guild Wars 2: Secrets of the Obscure,4.5
Lucah: Born of a Dream,0.0
Promenade,0
Uncle Chop’s Rocket Shop,0
Koira,0
The Walking Dead: Destinies,0
The Making of Karateka,5.0
The Hunger Games Adventures,0.0
Bloo Kid,2.5
Juniper's Knot,2.0
Temple Run: Treasure Hunters,1.3
Temple Run: Oz,3.0
Westworld 2000,0.0
Westworld: Awakening,0.0
Hustle Castle: Medieval Life,2.0
Dance! It's Your Stage,0.0
Demons' Score,4.0
Spear Song,0
Zoria: Age of Shattering,0.0
Billie Bust Up,0
Deemo,4.0
Countdown Vampires,2.8
Dance on Broadway,0.0
Mobile Suit Gundam: Battle Operation 2,0.0
Idol Showdown,5.0
Lakeburg Legacies,0.0
Pale Cachexia,0.0
The Hepatica Spring,2.0
Red Embrace,4.5
Red Embrace: Mezzanine,3.0
Her Tears Were My Light,0.0
Rise of Jericho,0.0
The Abbey: Director's cut,0.0
AntonBlast,0
Puzzles for Clef,0
The Queen's Gambit: Chess,0.0
Greedland,2.5
Remnant: From the Ashes - Swamps of Corsus,3.2
Remnant: From the Ashes - Subject 2923,4.3
D2,3.5
Famicom Detective Club: The Missing Heir,0.0
Famicom Detective Club: The Girl Who Stands Behind,0.0
Famicom Tantei Club: Kieta Koukeisha,0.0
Famicom Tantei Club Part II: Ushiro ni Tatsu Shoujo,0.0
South Park: Snow Day,0
Where is Mr Cloud,0.0
Untamed Tactics: The Beginning,0.0
Summer Trip Cruise,0.0
Blue Seed: Kushinada Hirokuden,0.0
3x3 Eyes: Seima Kourinden,0.0
3x3 Eyes: Sanjiyan Henjou,0.0
3x3 Eyes: Seima Densetsu,0.0
3x3 Eyes: Kyuusei Koushu,0.0
3x3 Eyes: Juuma Houkan,0.0
3x3 Eyes: Kyuusei Koushu S,0.0
3x3 Eyes: Tenrinou Genmu,0.5
Grandia HD Remaster,0.0
Metal Gear Solid: Master Collection Vol. 1,2.1
Ranma 1/2: Battle Renaissance,0.0
White Blade,0.0
Neko Odyssey,0
Landnama,4.0
Don Duality,3.3
Quickclaw,2.5
Smile for Me,3.5
Folk Hero,0
Deeproot Manor,0.0
Burn:Cycle,0.0
Sonic Origins Plus,1.7
Action Man: Operation Extreme,3.0
Action Man: Raid on Island X,3.0
Action Man: Jungle Storm,3.0
Action Man: Search for Base X,3.0
Action Man: Robot Atak,3.0
Action Man: A.T.O.M. - Alpha Teens on Machines,3.0
G.I. Joe: Cobra Strike,0.0
Action Force II: International Heroes,0.0
G.I. Joe: The Atlantis Factor,1.8
G.I. Joe: War on Cobra,0.0
G.I. Joe: Operation Blackout,0.0
Tap Adventure: Time Travel,4.0
Warstone TD,3.0
End of Edge,0.0
Puggsy,4.0
Reverse Collapse: Code Name Bakery,0
Thronefall,3.5
Relayer: Advanced,0.0
Theatrhythm: Final Fantasy,0.0
Theatrhythm: Dragon Quest,0.5
Call of Duty: Modern Warfare III,3.0
Edelweiss (2023),0.0
Mystillion,0.0
Deathbound,0
Leveling Up Girls In Another World,0.0
Shaman King: Legacy of the Spirits - Soaring Hawk,3.0
Shaman King: Power of Spirit,3.0
The Sisters 2 - Road To Fame,0.0
Quest 64,3.0
Pilfer: Story of Light,3.5
Penko Park,0.0
Fires At Midnight,0.0
Anuchard,0.0
The King's Bird,0.0
Locked up,2.5
NightFall Hollow,0
Bud Spencer &amp; Terence Hill - Slaps And Beans 2,3.8
Mario &amp; Luigi: Partners in Time,3.5
Aveyond 4: Shadow of the Mist,0.0
The Fairy's Song,4.5
Warbanners,3.5
Last Train Home,0
Repella Fella,0.0
Analogue: A Hate Story,0.0
Red Embrace: Hollywood,0.0
MachineCraft,0.0
Dance Dance Revolution: SuperNOVA,4.3
Dance Dance Revolution: Extreme,4.0
Dance Dance Revolution: Extreme 2,3.0
As We Know It,0.0
Dance Dance Revolution: SuperNOVA2,4.0
Dance Dance Revolution,0.5
Rick and Morty Presents: Jerry's Game,0.0
Rick and Morty: Pocket Mortys,3.5
Red Dog: Superior Firepower,3.0
CONCLUSE 2 - The Drifting Prefecture,0.0
Rise of the Triad: Ludicrous Edition,4.3
Demonic Supremacy,0.0
Paul Pixel: The Awakening,0.0
Wailing Heights,0.0
Midnight Scenes: Episode 1 - The Highway,0.0
Midnight Scenes: Episode 2,0.0
Midnight Scenes: The Nanny,0.0
Midnight Scenes: From the Woods,0.0
Neofeud,0.0
Klonoa Heroes: Densetsu no Star Medal,3.7
F1 Manager 2023,2.5
BattleCakes,0.0
Deep Fear,2.5
South Park Rally,2.3
South Park: Tenorman's Revenge,0.0
AR-K,0.0
South Park: Let's Go Tower Defense Play!,0.0
Operation Darkness,0.0
Shutokou Battle Xtreme,0.0
Import Tuner Challenge,3.0
Tokyo Xtreme Racer: Drift 2,3.0
Street Supremacy,3.0
Tokyo Xtreme Racer Advance,3.0
Tokyo Xtreme Racer 3,3.0
Tokyo Xtreme Racer: Drift,3.0
Tokyo Xtreme Racer: Zero,3.0
Tokyo Xtreme Racer 2,3.8
Tokyo Xtreme Racer,3.0
Aveyond 4: The Darkthrop Prophecy,0.0
Mirror Layers,3.0
Wanted: Romance Renegades,0.0
Campus Romance 101,2.0
A Date with Yesterday,0.0
Diary of a Step-Sister,0.0
CRYMACHINA,4.3
KIRA☆KIRA,0.0
Messiah (メサイア),3.0
Touka Gettan,0.0
WHITE ALBUM,0.5
Ni no Kuni: Cross Worlds,2.8
Shiritsu Berubara Gakuen: Versailles no Bara Re*imagination,0.0
Hakuoki: Demon of the Fleeting Blossom,0.0
Hakuouki Shinkai: Tsukikage no Shou,0.0
Touhou LostWord,0.0
Hakuouki Shinkai: Ginsei no Shou,0.0
Hakuouki Shinkai: Tenun no Shou,0.0
Hakuouki Shinkai: Manyou no Shou,2.5
D.C. Girl's Symphony ~Da Capo Girl's Symphony~,0.0
Princess Connect! Re:Dive,3.3
Bara ni Kakusareshi Verite,0.0
Creme de la Creme,0.0
Vertigo Remastered,4.0
Black Souls 2,4.2
Madden NFL 24,2.5
Tokyo Highway Battle,3.0
Hotshot Racing,4.0
Slipstream,0.0
Twinkle Star Sprites,4.0
Demonologist,3.3
Beach Invasion 1944,0.0
Back to the Dawn,0
Mega Lo Mania,3.5
Wonder Boy III: Monster Lair,1.3
Nova Lands,3.7
Odissea: An Almost True Story,0.0
MAKABAKA,0.0
Mega City Police,3.0
Rabat Protocol:Metal Rhapsody,0.0
start;again,0.0
Gaia Beyond,0.0
Eternal Champions,0.5
Bonanza Bros.,3.1
Popeye 2,4.7
Popeye: Rush for Spinach,3.8
TERRACOTTA,0.0
Mirages of Winter,0.0
Backbeat,0.0
No Delivery,0.0
Jumper: Griffin's Story,0.0
Amelie,0.0
Murder,3.5
"Cook, Serve, Delicious: Re-Mustard!",0
Nickelodeon All-Star Brawl 2,0.0
Terminator 3: The Redemption,4.0
Fired Up,3.0
Gangs of London,3.5
C.O.P.: The Recruit,0.0
Brainroll,0.0
Aka Manto,0.0
A Corgi's Cozy Hike,0
Polylithic,0
The Adventures of Bluke Bifton: Chapter 1,0.0
Durium Hospital: Lost Tape 95,3.0
NANOFORCE tactical surge fighter,0.0
Super Bunny Man,3.9
DreamWorks All-Star Kart Racing,0.0
Tricky Test 2: Genius Brain?,0.0
Holedown,0.0
DearS,3.0
Shepherd's Crossing 2 DS,0.0
France Shoujo ~Une fille blanche~,0.0
ToHeart,0.5
DAYS END,0.0
The Immolate,0.0
Outliver: Tribulation,0.0
RIN: The Last Child,0.0
Stay Home,0.0
Плюс Сити,4.5
Isles of Arrows,4.0
UFC Undisputed 3,4.5
UFC: Personal Trainer,0.0
Butcher's Creek,0
"Warhammer 40,000: Squad Command",4.3
Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock,4.4
Loop8: Summer of Gods,0.0
Life After Magic,0.0
Stranded,0.0
Farsiders,0.0
Barbie Sparkling Ice Show,2.5
Steampunker,0.0
Blackout Protocol,0.0
Bloodecay,0.0
DonPachi,3.0
Born Into Fear,0.0
Trader Life Simulator,3.5
Blasto,4.0
Rock of the Dead,0.0
Let's! Revolution!,3.0
Tecmo's Deception,2.3
Homeseek,0.0
Halls of Torment,4.5
Blade &amp; Sorcery,4.0
Battle Chess: Game of Kings,0.0
Shogun Showdown,4.5
NOBUNAGA’S AMBITION: Awakening,5.0
Skull Island Rise of Kong,1.0
Demon Chaos,3.0
Glass Rose,3.0
Atomic Heart: Annihilation Instinct,3.6
MHRD,0.0
State of Emergency 2,3.0
Infinite Air with Mark McMorris,0.0
I Wanna Be The Boshy,3.8
Cruis'n,0.0
Cruis'n Velocity,3.0
Cruis'n Exotica,3.0
Cruis'n World,3.0
Cruis'n USA,3.0
Bloodhound,1.0
Sonic Superstars,4.0
Vanishing Point,3.0
Broken Hearts Island,0.0
One Punch Man: World,0
Eden’s Quest: The Hunt for Akua,0.0
Rivals,0.0
Magical Girl Silk,3.0
Yet Another Zombie Survivors,4.0
Assassin's Creed Codename Jade,0
Race Pro,0.0
Big Air,3.0
Stoked: Big Air Edition,0.0
Stoked,0.0
Amped 3,3.0
Cool Boarders Pocket,3.0
Cool Boarders 4,3.0
Cool Boarders 3,3.0
Cool Boarders 2,3.0
Cool Boarders,3.0
Survival &amp; Horror: Hangman's Rope,0.0
Tenebris Pictura,0.0
Swarm Survivor,0.0
Royal Romances: The Power of Chosen One Collector's Edition,0.0
The Ship: Remasted,0.0
Medved Hellraiser 2,1.0
Shox,3.0
Iron Meat,0
2nd Super Robot Wars OG,3.0
Cyber Troopers Virtual-On Marz,3.0
Cross Channel,3.3
Crescent Pale Mist,3.0
Star Trek: Infinite,5.0
This rain will never end,0.0
Sacrificial Lighthouse,0.0
Cosmophony,0.0
Loren: The Amazon Princess,0.0
No Questions Asked,3.0
Witch Arcana - Magic School,2.0
Road Rash 64,3.0
Lunar Lander: Beyond,0
Comet Crash,0.0
Crazy Taxi: Gazillionaire,0.0
Crazy Taxi: City Rush,3.0
Crazy Taxi: Fare Wars,3.3
Crazy Taxi: Catch a Ride,3.4
College Hoops 2K8,3.0
College Hoops 2K7,3.0
Clash of the Titans: The Videogame,0.0
Champion Jockey: G1 Jockey &amp; Gallop Racer,0.0
CellFactor: Psychokinetic Wars,3.5
Cartoon Network: Punch Time Explosion,0.0
Delirium,0.0
Scott Whiskers in: The Search for Mr. Fumbleclaw,0
Legends of Castile,0
Captain Disaster in: Death Has A Million Stomping Boots,0.0
The Space-Eating Croc,0.0
Blind Sound,0.0
Mars Survivors,1.0
Wild Dogs,0.0
TouHou Makuka Sai - Fantastic Danmaku Festival,4.0
LOOPERS,2.8
Roman Sands RE:Build,0
Worldless,0
Monolith: Requiem of the Ancients,0
Stumble Guys,2.3
Beneath The Deep,0.0
When the Light Dies,0
Calling All Cars!,0.0
Cabela's Big Game Hunter 6,3.0
Cabela's Big Game Hunter: Ultimate Challenge,3.0
Cabela's Big Game Hunter 4,3.0
Cabela's Big Game Hunter 2,0.5
Cabela's Dangerous Hunts 2011,0.0
Cabela's Big Game Hunter 2012,0.0
Cabela's Big Game Hunter 2010,0.0
Cabela's Adventure Camp,0.0
Amedama,0
Last Christmas,0.0
Chook &amp; Sosig: Long Weekend,0.0
Knight Rider Special,1.5
UEFA Champions League Season 1998/99,3.0
Sega Worldwide Soccer 2000,3.0
Michael Owen's World League Soccer '99,0.5
World League Soccer '98,0.5
UEFA Champions League Season 2001/2002,3.0
UEFA Striker,3.0
UEFA Dream Soccer,3.0
Onion Assault,0.0
Horror Stories: Harvest Hunt,0.0
Ben Jordan - Paranormal Investigator: Case #5 Land of the Rising Dead,3.0
Ben Jordan - Paranormal Investigator: Case #6 Scourge of the Sea People,0.0
Ben Jordan - Paranormal Investigator: Case #7 The Cardinal Sins,0.0
Ben Jordan - Paranormal Investigator: Case #8 Relics of the Past,0.0
SPECTRE (2023),0
Pokemon Sleep,3.0
Jujutsu Kaisen Cursed Clash,0
Капитан Пронин: Один против всех,1.5
The Desolate Hope,4.0
Heart's Medicine - Time to Heal,3.8
Captain Disaster in: The Dark Side of the Moon,0.0
NBA 2K24,1.5
The Spirit and the Mouse,0.0
Divekick,5.0
Love Esquire,4.0
Robin Hood: Forest Adventures,3.5
Wonderbook: Book of Spells,4.0
Supersonic Acrobatic Rocket-Powered Battle-Cars,5.0
Cabela's North American Adventures,0.0
Cabela's Dangerous Hunts 2009,0.0
Bob Was Hungry,0.0
Backbreaker: Vengeance,0.0
Arkedo Series - 002 SWAP!,0.0
The Legend of Neverland,2.0
M&amp;M's Adventure,0.0
Fix-It Felix Jr.,1.8
Happy Street,2.0
Adventure Time: Jumping Finn Turbo,3.0
NiGHTS: Journey of Dreams,0.0
Danger Forever,0.0
Shinobido 2: Revenge of Zen,0.0
Shinobido: Tales of the Ninja,3.3
Shinobido: Way of the Ninja,3.7
Die Hard Arcade,5.0
Audica,0.0
BurgerTime World Tour,0.0
Blue-Collar Astronaut,0.0
The Bigs,0.0
Big Sky: Infinity,0.0
Ben 10 Ultimate Alien: Cosmic Destruction,3.4
Kung Fu Rabbit,2.0
Haunted Hotel II: Believe the Lies,2.3
Dual Chroma: Academy Carols,2.0
Ben 10: Galactic Racing,3.5
Bellator: MMA Onslaught,0.0
Eye 4 Eye,2.0
Blood Will Tell: Tezuka Osamu's Dororo,3.5
Wild Baffo,0.0
Midnight at the Celestial Palace: Part I,0.0
Disney Magical World,0.0
Episode - Choose Your Story,2.0
Mass Effect: Bring Down the Sky,3.7
Identity V,3.5
Tears of Themis,3.0
Taiko no Tatsujin: Drum 'n' Fun!,0.0
Taiko no Tatsujin: Go! Go! Godaime,3.0
Rondo Leaflet: The Suffering of Steward Matthew,3.0
Arcana ~Hikari to Yami no Ecstasies~,3.0
Genmukan ~Aiyoku to Ryoujoku no Inzai~,3.0
Nanatsuiro★Drops,3.3
Shinshou Genmukan,3.0
Sister Princess 2,3.0
Schwarzesmarken: Kouketsu no Monshou,0.0
Shinpi no Sekai El-Hazard,0.5
Bolt Riley: A Reggae Adventure,0.0
Just A To the Moon Series Beach Episode,0
The Rocking Dead,0.0
Kingdom Eighties: Summer of Greed,0.0
Disney's Activity Center: Aladdin,5.0
Knight Rider,0.5
Hunter: The Reckoning - Redeemer,3.0
Spice &amp; Wolf: My Year With Holo,0.0
Spice and Wolf VR 2,0.0
Infinite Lagrange,2.0
Druidwalker,0.0
Teenage Mutant Ninja Turtles: Legends,3.5
Call Me Emperor,2.0
My Tamagotchi Forever,1.8
Divine Academy,1.0
HIT: Heroes of Incredible Tales,3.0
Forbidden Romance: Destiny's Princess,2.0
Forbidden Romance: The Amazing Shinsengumi,2.0
Forbidden Romance: Office lovers,2.0
The Men of Yoshiwara: Ohgiya,0.0
Fantastic Beasts: Cases From the Wizarding World,0.0
Survival &amp; Horror: Mortanis Prisoners Prologue,0.0
Contract Marriage,2.0
Vampire Darling,2.0
Shall we date?: My Fairy Tales,2.0
Shall We date?: Angel or Devil,2.0
Man With a Pearl Earring,2.0
In Love: Memories Can't Wait,2.0
Love! Sushi Rangers,2.0
Bidding for Love,2.0
Erra: Exordium,0.0
My Home/Zombie Center,0.0
Adore,1.0
Pub Encounter,0.0
Forbidden Romance: My Butler,0.0
Forbidden Romance: Secrets of Me,0.0
Super Mario Bros. Wonder,4.6
Lured Into Your Trap,2.0
Twilight Romance,2.0
My Secret Pets!,3.0
Supraland Crash,5.0
Unboxing the Cryptic Killer,0.0
Orbital Cargo Division,0.0
FolcDark: Prologue,0.0
Vikings: War of Clans,1.3
Royal Match,1.8
Lemure,0.0
Datura,0.0
Date A Live: Rinne Utopia,2.5
Dare To Fly!,0.0
Dark Mist,3.0
Tiny Farm,4.0
Contre Jour,3.3
New Super Marisa Land,0.0
MarisaLand Legacy,0.0
MegaMari,3.0
Grim Tales: The Legacy,2.0
Hacktag,3.0
Nobodies: Murder Cleaner,0.0
Solasta: Crown of the Magister - Palace of Ice,0.0
Opus: The Day We Found Earth,4.0
Critter Crops,0
Hello Goodboy,0.0
Salty Hounds,0.0
Space Cats Tactics,0.0
Bzzzt,0.0
Sclash,3.3
Coreborn: Nations of the Ultracore,0.0
Garbage,0.0
Enchanted Portals,2.5
Angeline Era,0
Open Hexagon,0.0
Undead Knights,3.3
Compass Point: West,0.0
Legacy of Discord: Furious Wings,2.0
Cats &amp; Soup,3.0
Gungage,3.5
Hoppenhelm,0.0
NAM,2.3
STARBO - The Story of Leo Cornell,0.0
The Ramsey,0.0
Amanda the Adventurer,4.2
Sunblaze,0.0
Farm Heroes Saga,4.0
Winter Voices Episode 3: Like a Crow on a Wire,0.0
Bloody Hell,0.0
The King of Fighters ’95,4.5
Vectromirror 0,0.0
Snoot Game,4.0
Lumencraft,3.0
Bloomtown: A Different Story,0
Jrago The Demon Hunter,0.0
Shinobi Non Grata,0.0
Danger Zone,0.0
Blokus,0.0
PersonA: Opera Za no Kaijin,1.8
Prune,3.5
Gravity: Don't Let Go,1.0
Tiny Pop: The Puzzle,3.0
Miitomo,3.0
Lunar Flowers,3.0
Township,2.0
Winter Voices Episode 5: Overflow,0.0
Winter Voices Episode 6: Falls,0.0
Lords Mobile,2.0
Fates Forever,2.0
Hay Day,2.8
Pioneers of Pagonia,0
200% Mixed Juice!,3.5
Ticket to Ride: First Journey,3.0
Guns of Icarus: Alliance,3.0
Ghost Bike,0
Reverie Sweet As Edition,0.0
Dark Quest 3,0.0
Shaolin vs Wutang 2,0.0
Vorax,0
Five Nights at Freddy's: Help Wanted,3.0
Samba de Amigo: Party Central,0.0
Robobeat,0
RedCard 20-03,3.0
Бильярд 3D - Pool,3.5
Light of Alariya,3.0
Café 0: The Sleeping Beast - Remastered,0.0
Outbreak 2030,0.0
Song Of The Prairie,0.0
Gravity Circuit,4.5
REPO MAN,0
Hollow Cocoon,0
Just Dance 2021,4.0
Lkyt.,0.0
Extreme Exorcism,3.0
Arkedo Series - 001 JUMP!,0.0
Poochy &amp; Yoshi’s Woolly World,3.8
Lifespace Traveler,1.0
Angels of Death,3.8
Asterix &amp; Obelix: Slap Them All! 2,0
Temtem: Showdown,4.5
The Smurfs 2 — The Prisoner of the Green Stone,0.0
Acceleration of SUGURI X-Edition,0.0
Herald of Havoc,0.0
Persona 3 Reload,0
Hentai Killer,2.0
A Date in Time,0.0
Slayers Royal 2,2.8
Slayers (1994),0.5
Slayers Royal,2.8
Slayers Wonderful,2.8
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,3.7
SSX: Out of Bounds,3.0
Pikmin 2,4.2
Speed Kings,3.0
Evangelion: Jo,0.0
The Shape of Things,0.0
Dahna: Megami Tanjou,2.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,3.3
HELLMUT: The Badass from Hell,0.0
Eight Legged Freaks,3.0
THE SEGMENT TWINS,0.0
Alice's Wonderland 6: Fire and Ice,0
Sakura in Paris,0.0
Urusei Yatsura: Stay with You,2.8
Ranma 1/2: Chougi Ranbu-hen,2.8
Urusei Yatsura: Koi no Survival Birthday,2.8
Urusei Yatsura: Lum no Wedding Bell,0.5
Café 0: The Sleeping Beast,0.0
Touhou: New World,3.0
Dragon Half (1994),0.5
Gensokyo Defenders,0.0
Touhou Fan-made Virtual Autography,0.0
Touhou Spell Bubble,0.0
GENSOU Skydrift,0.0
UDONGEIN X,0.0
Tales of Maj'Eyal,0.0
Void Tyrant,0.0
Mortal Glory,0.0
Urusei Yatsura: My Dear Friends,2.8
Fields of Mistria,0
The Tale of Food,2.0
Taiko no Tatsujin: Rhythmic Adventure 1,4.0
Memories Off -Innocent Fille-,0.0
Memories Off 2nd,3.0
ToHeart 2,3.3
Yaminabe Aries ~Asu e no Chousenjou~,3.0
Yami to Boushi to Hon no Tabibito,3.0
Moldavite,3.0
Transformers: EarthSpark — Expedition,2.0
Slayer,0.0
The Last Orgasm,2.2
Secrets of the Witch House,0.0
Thunderday,0.0
Idle Slayer,0
Anarchy: Wolf's law,0.0
Voidigo,0.0
Gate of Souls,0.0
Story of Infinity: Xia,0.0
Xargon Remake Ep.3,0.0
G.I. Joe: The Rise of Cobra,2.8
Chronicles of Vipers,0.0
The Wonderful One: After School Hero,0.0
Total Conflict: Resistance,3.0
Beyond The Edge Of Owlsgard,0.0
Killbug,3.0
Unfair Jousting Fair,3.0
yni^,0.5
Unity of Command II,2.5
Akimi Village,0.0
Adidas miCoach,0.0
Snapshot,0.0
Ratopia,0
Piratopia,3.0
Only Up!,2.4
Accel World: Ginyoku no Kakusei,0.0
Mineko's Night Market,0.0
Unconventional Warfare,0.0
The Rose of Segunda,0.0
Mercury Abbey,0
The Lawyer - Episode 1: The White Bag,0
1000xRESIST,0
Submachine: Legacy,5.0
Catie in MeowmeowLand,0.0
Lucy Dreaming,0.0
Card Crawl,5.0
Clea,0.0
THE IMPOSSIBLE,0.0
Meteorfall: Krumit's Tale,3.5
Cattails: Become a Cat!,0.0
Cattails: Wildwood Story,0
What Lies in the Multiverse,0.0
BattleBit Remastered,4.1
Kango Shicyauzo 2: Is The Sorority House Burning?,3.1
Gravity Defied,4.1
ToHeart PSE,3.0
Tail Tale,3.0
Godville,4.5
GeraScopia,4.0
Ratuz,4.5
Winning Post 9 2021,0.0
Medved Hellraiser,1.0
Dance of Cards,0.0
Elle,0.0
Riddles And Sieges,0.0
My Lady Juliet,0.0
Infinite Undiscovery,0.0
No More Heroes,4.2
Celebrity Darling,0.0
ZeroRanger,0.0
Heads Will Roll: Reforged,0.0
Hidden Cats in New York,0.0
Steam Engine Simulator,0.0
Jennifer Wilde: Unlikely Revolutionaries,0.0
Like No Other: The Legend of the Twin Books,0.0
Rival Schools: United by Fate,2.8
Part Time UFO,0.0
Meteorfall: Journey,4.5
Voez,3.0
Arcaea,0.0
Deemo: Reborn,5.0
Symphonic Rain,3.0
Rhapsody II: Ballad of the Little Princess,3.0
Kango Shicyauzo 3: Kangofu-san wa Amaenbo,3.0
Starshine Legacy,3.5
The Mildew Children,0
South Park: Chef's Luv Shack,3.0
The Callisto Protocol: Final Transmission,2.8
Chronicle of Innsmouth,4.5
Tiny Toon Adventures - Buster Busts Loose!,3.5
Himawari - The Sunflower -,4.0
Tourist Trap,0
Wind Peaks 2,0
Shuffle! Episode 2 ~Kami ni mo Akuma ni mo Nerawareteiru Otoko~,3.5
Psychedelica of the Black Butterfly,0.0
I'm looking for 3024 people,0.0
Fault Milestone One,4.8
Touhou Juuouen ~ Unfinished Dream of All Living Ghost,3.3
Bookworm Adventures,3.0
Chzo Mythos 3: Trilby's Notes,3.0
Metaphor: ReFantazio,0
Popeye: The Rescue,5.0
Popeye &amp; the Sunken Treasure,2.8
Court of Darkness,0.0
even if TEMPEST: Dawning Connections,0
Invector: Rhythm Galaxy,2.4
Techtonica,3.0
Professional Boyfriend,0.0
PLUST: Loving U So True,0.0
"Oops, I said Yes?!",0.0
High on Life: High on Knife,3.5
A World with(out) You,0.0
Windy Meadow,0.0
Antiyoy,2.7
Lust Theory - Season 1,3.5
Winning Post 8 2016,0.0
Toasterball,4.0
The Journeyman Project,0.5
Lineage 2 Essence,1.5
Tokimeki Memorial Girl's Side: 2nd Kiss,3.0
Tokimeki Memorial 3: Yakusoku no Ano Basho de,3.0
Tokimeki Memorial 2,0.0
Tokimeki Memorial,3.0
Tokimeki Memorial 4,0.0
Outlanders,1.0
